2016-09-23 01:12:34,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,800755,0923_0924
2016-09-23 01:13:16,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,42083,800755,0923_0924
2016-09-23 01:13:33,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,15279,800755,0923_0924
2016-09-23 01:13:45,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,800646,0923_0924
2016-09-23 01:14:26,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,40635,800646,0923_0924
2016-09-23 01:18:57,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,801985,0923_0924
2016-09-23 01:19:00,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,2770,801985,0923_0924
2016-09-23 01:19:03,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,802013,0923_0924
2016-09-23 01:19:31,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,27685,802013,0923_0924
2016-09-23 01:19:38,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,800008,0923_0924
2016-09-23 01:19:41,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,2765,800008,0923_0924
2016-09-23 01:21:08,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,482,800008,0923_0924
2016-09-23 01:21:13,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,801742,0923_0924
2016-09-23 01:21:58,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,44914,801742,0923_0924
2016-09-23 01:22:43,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,152,801742,0923_0924
2016-09-23 01:29:54,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,66,801742,0923_0924
2016-09-23 01:48:00,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,2308,801742,0923_0924
2016-09-23 01:48:12,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,801905,0923_0924
2016-09-23 01:48:17,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,4430,801905,0923_0924
2016-09-23 01:48:19,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,800434,0923_0924
2016-09-23 01:48:23,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,3794,800434,0923_0924
2016-09-23 01:48:30,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,799954,0923_0924
2016-09-23 01:49:05,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,35274,799954,0923_0924
2016-09-23 01:52:12,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,112,799954,0923_0924
2016-09-23 01:54:13,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,594,799954,0923_0924
2016-09-23 01:54:42,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,800083,0923_0924
2016-09-23 01:55:02,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,19196,800083,0923_0924
2016-09-23 06:11:43,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,803079,0923_0924
2016-09-23 06:11:49,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,6154,803079,0923_0924
2016-09-23 06:11:51,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,802281,0923_0924
2016-09-23 06:12:00,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,9161,802281,0923_0924
2016-09-23 06:12:05,2016-09-23,218434203,FEED_ARTICLE_CLICK,-1,803673,0923_0924
2016-09-23 06:12:15,2016-09-23,218434203,FEED_ARTICLE_STAY_TIME,10552,803673,0923_0924
2016-09-24 04:00:19,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,808825,0923_0924
2016-09-24 04:00:27,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,7976,808825,0923_0924
2016-09-24 04:00:34,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,809377,0923_0924
2016-09-24 04:01:57,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,82714,809377,0923_0924
2016-09-24 04:02:01,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,808293,0923_0924
2016-09-24 04:02:40,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,38465,808293,0923_0924
2016-09-24 04:02:43,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,810149,0923_0924
2016-09-24 04:03:13,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,30115,810149,0923_0924
2016-09-24 04:08:27,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,1638,810149,0923_0924
2016-09-24 04:08:28,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,809630,0923_0924
2016-09-24 04:08:37,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,8656,809630,0923_0924
2016-09-24 04:08:45,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,810149,0923_0924
2016-09-24 04:08:52,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,7151,810149,0923_0924
2016-09-24 04:10:08,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,809650,0923_0924
2016-09-24 04:10:38,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,30052,809650,0923_0924
2016-09-24 04:13:26,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,225,809650,0923_0924
2016-09-24 04:16:00,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,403,809650,0923_0924
2016-09-24 04:16:05,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,808476,0923_0924
2016-09-24 04:16:09,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,4492,808476,0923_0924
2016-09-24 04:16:13,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,809713,0923_0924
2016-09-24 04:16:15,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,1776,809713,0923_0924
2016-09-24 04:27:45,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,808314,0923_0924
2016-09-24 04:27:49,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,4281,808314,0923_0924
2016-09-24 08:06:10,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,811184,0923_0924
2016-09-24 08:07:02,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,51515,811184,0923_0924
2016-09-24 08:24:37,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,522,811184,0923_0924
2016-09-24 11:48:01,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,810810,0923_0924
2016-09-24 11:48:06,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,4757,810810,0923_0924
2016-09-24 11:48:20,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,812021,0923_0924
2016-09-24 11:48:55,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,35063,812021,0923_0924
2016-09-24 11:48:58,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,809615,0923_0924
2016-09-24 11:49:35,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,36889,809615,0923_0924
2016-09-24 11:49:39,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,809590,0923_0924
2016-09-24 11:49:41,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,1986,809590,0923_0924
2016-09-24 11:49:46,2016-09-24,218434203,FEED_ARTICLE_CLICK,-1,811101,0923_0924
2016-09-24 11:50:03,2016-09-24,218434203,FEED_ARTICLE_STAY_TIME,16554,811101,0923_0924
